language,sentence_id,sentence,word_id,word,FFDAvg,FFDStd,TRTAvg,TRTStd,NER
en,ZuCo1-5,3,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",culminated,9.060129904,10.65117711,6.538799012,8.0937633,O
en,ZuCo1-5,4,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",in,9.060129904,10.65117711,6.538799012,8.0937633,O
en,ZuCo1-5,5,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",1896,7.316607344,7.316607344,1.415804151,1.415804151,S-DATE
en,ZuCo1-5,6,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",with,8.228144804,9.151836097,7.429462132,9.48676526,O
en,ZuCo1-5,7,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",the,6.265300807,16.81482768,1.468399524,13.07373865,O
en,ZuCo1-5,8,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",completion,5.874352519,5.874352519,1.93827279,1.93827279,O
en,ZuCo1-5,9,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",of,4.458937408,9.586335619,1.035339385,8.000703642,O
en,ZuCo1-5,10,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",his,7.788581185,10.83716758,3.629382887,5.220869355,O
en,ZuCo1-5,11,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",own,7.162080042,9.271638163,2.734708837,6.048069391,O
en,ZuCo1-5,12,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",self,10.1332581,10.1332581,4.388126983,4.388126983,O
en,ZuCo1-5,13,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",-,10.1332581,10.1332581,4.388126983,4.388126983,O
en,ZuCo1-5,14,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",propelled,10.1332581,10.1332581,4.388126983,4.388126983,O
en,ZuCo1-5,15,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",vehicle,8.580605955,16.14028996,4.076610037,12.51856578,O
en,ZuCo1-5,16,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",named,6.411146801,21.68851463,2.247865897,16.62348475,O
en,ZuCo1-5,17,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",the,6.265300807,16.81482768,1.468399524,13.07373865,O
en,ZuCo1-5,18,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",Quadricycle,6.228839309,13.65027346,2.447852099,11.52555896,S-MISC
en,ZuCo1-5,19,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",",",6.228839309,13.65027346,2.447852099,11.52555896,O
en,ZuCo1-5,20,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",which,7.725279972,27.71073878,4.714935002,24.9238677,O
en,ZuCo1-5,21,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",he,9.312874381,13.08056255,4.190209022,11.55887054,O
en,ZuCo1-5,22,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",test,9.106693289,11.0165813,4.450337465,6.550088498,O
en,ZuCo1-5,23,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",-,9.106693289,11.0165813,4.450337465,6.550088498,O
en,ZuCo1-5,24,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",drove,9.106693289,11.0165813,4.450337465,6.550088498,O
en,ZuCo1-5,25,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",on,6.082993315,11.12683393,1.973402644,7.711192141,O
en,ZuCo1-5,26,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",June,5.985762653,11.27267992,1.469935609,5.538568416,B-DATE
en,ZuCo1-5,27,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",4,5.611019475,12.98434471,1.155147056,13.7667754,I-DATE
en,ZuCo1-5,28,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",of,4.458937408,9.586335619,1.035339385,8.000703642,I-DATE
en,ZuCo1-5,29,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",that,7.339564584,15.09100906,2.747374135,11.06240833,I-DATE
en,ZuCo1-5,30,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",year,7.014497786,9.835923257,2.232486602,6.115023615,E-DATE
en,ZuCo1-5,31,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",.,7.014497786,9.835923257,2.232486602,6.115023615,O
en,ZuCo1-6,1,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",Ford,5.773070579,7.802760656,1.797576113,5.987936992,S-PER
en,ZuCo1-6,2,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",was,6.887171919,11.54614116,2.154736081,5.740354431,O
en,ZuCo1-6,3,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",born,5.949301155,8.215990971,2.195263561,4.434048839,O
en,ZuCo1-6,4,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",on,7.222849206,10.09636253,1.830967472,5.488594792,O
en,ZuCo1-6,5,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",a,8.641375119,14.94921434,2.542664898,7.968874366,O
en,ZuCo1-6,6,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",prosperous,6.960831512,16.34138064,2.248190294,8.421012412,O
en,ZuCo1-6,7,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",farm,9.434412709,13.8401771,5.826125459,14.37050774,O
en,ZuCo1-6,8,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",in,6.405069885,7.085684521,2.127181163,3.243787163,O
en,ZuCo1-6,9,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",Springwells,6.289608473,6.289608473,4.425939658,4.425939658,B-GPE
en,ZuCo1-6,10,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",Township,6.178198339,19.73647404,1.822061819,17.61993442,E-GPE
en,ZuCo1-6,11,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",(,6.056660011,8.011401453,2.391763952,3.017583181,O
en,ZuCo1-6,12,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",now,6.056660011,8.011401453,2.391763952,3.017583181,O
en,ZuCo1-6,13,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",in,6.405069885,7.085684521,2.127181163,3.243787163,O
en,ZuCo1-6,14,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",the,6.762739821,10.11372515,2.622176936,4.909012299,O
en,ZuCo1-6,15,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",city,7.041626877,11.43219898,3.082489797,5.641809924,O
en,ZuCo1-6,16,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",of,7.518013716,10.09636253,2.689156078,6.351703233,O
en,ZuCo1-6,17,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",Dearborn,7.482203316,16.05825158,3.183687412,9.303028353,S-GPE
en,ZuCo1-6,18,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",",",7.482203316,16.05825158,3.183687412,9.303028353,O
en,ZuCo1-6,19,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",Michigan,7.465925862,9.670978384,3.60565332,7.129738859,S-GPE
en,ZuCo1-6,20,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",),7.465925862,9.670978384,3.60565332,7.129738859,O
en,ZuCo1-6,21,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",owned,6.77142113,8.768122233,2.615159426,4.885366385,O
en,ZuCo1-6,22,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",by,6.364188811,22.09787781,2.832141774,17.49557366,O
en,ZuCo1-6,23,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",his,8.331452383,26.00920219,2.54222915,15.10800669,O
en,ZuCo1-6,24,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",parents,9.738258529,19.90190121,3.23596987,8.818790146,O
en,ZuCo1-6,25,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",",",9.738258529,19.90190121,3.23596987,8.818790146,O
en,ZuCo1-6,26,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",William,7.723760743,18.46167202,2.528148167,15.51826535,B-PER
en,ZuCo1-6,27,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",Ford,5.773070579,7.802760656,1.797576113,5.987936992,E-PER
en,ZuCo1-6,28,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",(,5.037088482,20.93160093,1.393869126,18.09773938,O
en,ZuCo1-6,29,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",1826-1905,5.037088482,20.93160093,1.393869126,18.09773938,S-DATE
en,ZuCo1-6,30,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",),5.037088482,20.93160093,1.393869126,18.09773938,O
en,ZuCo1-6,31,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",and,8.912810719,31.25560668,5.458156949,25.26572543,O
en,ZuCo1-6,32,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",Mary,11.3030645,17.92690338,4.319849873,8.824511243,B-PER
en,ZuCo1-6,33,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",Litogot,9.583297161,14.3779842,5.709718501,8.832444868,E-PER
en,ZuCo1-6,34,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",(,7.994521129,10.4050313,2.558647224,5.513757557,O
en,ZuCo1-6,35,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",c1839-1876,7.994521129,10.4050313,2.558647224,5.513757557,S-DATE
en,ZuCo1-6,36,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",),7.994521129,10.4050313,2.558647224,5.513757557,O
en,ZuCo1-6,37,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",",",7.994521129,10.4050313,2.558647224,5.513757557,O
en,ZuCo1-6,38,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",immigrants,6.828934803,10.60421912,2.588211517,8.022318818,O
en,ZuCo1-6,39,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",from,6.736695894,9.835923257,1.17229822,5.314949107,O
en,ZuCo1-6,40,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",County,7.920247707,15.61767515,3.331938774,8.116449296,B-GPE
en,ZuCo1-6,41,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",Cork,10.17883497,13.39960066,5.716917268,6.824878418,E-GPE
en,ZuCo1-6,42,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",",",10.17883497,13.39960066,5.716917268,6.824878418,O
en,ZuCo1-6,43,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",Ireland,8.051914229,10.09527737,4.256197182,7.951605881,S-GPE
en,ZuCo1-6,44,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",.,8.051914229,10.09527737,4.256197182,7.951605881,O
en,ZuCo1-11,1,Henry Ford advocated long-time associate Harry Bennett to take the spot. ,Henry,8.173452557,12.77671673,8.702093359,10.31745926,B-PER
en,ZuCo1-11,2,Henry Ford advocated long-time associate Harry Bennett to take the spot. ,Ford,6.307839222,17.0457505,2.975662707,8.873234404,E-PER
en,ZuCo1-11,3,Henry Ford advocated long-time associate Harry Bennett to take the spot. ,advocated,6.522556935,16.21186253,1.932230084,10.93991707,O
en,ZuCo1-11,4,Henry Ford advocated long-time associate Harry Bennett to take the spot. ,long,9.074861822,12.98434471,3.617849873,4.461604535,O
en,ZuCo1-11,5,Henry Ford advocated long-time associate Harry Bennett to take the spot. ,-,9.074861822,12.98434471,3.617849873,4.461604535,O
en,ZuCo1-11,6,Henry Ford advocated long-time associate Harry Bennett to take the spot. ,time,9.074861822,12.98434471,3.617849873,4.461604535,O
en,ZuCo1-11,7,Henry Ford advocated long-time associate Harry Bennett to take the spot. ,associate,6.649882802,21.65986631,2.426675667,16.58697113,O
